Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5
,,,,,,,,7181,10929,4630,1743,2378,12691
,,,,,,,,7182,12128,5125,1922,2591,14114
,,,,,,,,7183,12963,5555,2054,2725,14904
,,,,,,,,7184,12989,5594,2060,2754,15112
,,,,,,,,7185,13037,5586,2084,2764,15516
,,,,,,,,7186,13010,5580,2105,2733,15671
,,,,,,,,7187,12929,5513,2106,2730,15492
,,,,,,,,7188,12675,5392,2094,2710,15523
,,,,,,,,7189,12494,5298,2081,2692,15514
,,,,,,,,7190,12220,5196,2065,2698,15359
,,,,,,,,7191,12016,5154,2039,2690,15230
,,,,,,,,7192,11952,5196,2038,2739,15197
,,,,,,,,7193,12003,5239,2034,2824,15223
,,,,,,,,7194,12506,5415,2065,2878,15536
,,,,,,,,7195,12808,5549,2132,2768,15995
,,,,,,,,7196,12560,5429,2107,2629,15632
,,,,,,,,7197,12244,5256,2054,2509,15261
,,,,,,,,7198,11692,4937,1974,2323,14605
,,,,,,,,7199,11106,4643,1859,2220,13766
,,,,,,,,7200,10509,4356,1840,2073,13569
,,,,,,,,7201,10484,4310,1815,2058,13492
,,,,,,,,7202,10432,4231,1822,2039,13585
,,,,,,,,7203,10546,4200,1845,2049,13746
,,,,,,,,7204,10641,4215,1875,2094,13999
,,,,,,,,7205,10977,4299,1937,2217,14464
,,,,,,,,7206,11567,4530,2009,2337,15073
,,,,,,,,7207,12121,4770,2120,2438,15918
,,,,,,,,7208,12244,4889,2093,2508,15487
,,,,,,,,7209,12410,4993,2114,2554,15481
,,,,,,,,7210,12482,5055,2110,2538,15641
,,,,,,,,7211,12432,5079,2112,2509,15626
,,,,,,,,7212,12092,4964,2075,2503,15239
,,,,,,,,7213,11919,4918,2050,2490,15049
,,,,,,,,7214,11746,4870,2017,2492,14660
,,,,,,,,7215,11664,4871,1987,2502,14360
,,,,,,,,7216,11651,4893,1973,2523,14137
,,,,,,,,7217,11671,4929,1939,2581,13881
,,,,,,,,7218,12048,5059,1917,2645,13794
,,,,,,,,7219,12157,5248,1977,2615,14002
,,,,,,,,7220,12047,5212,2007,2519,14078
,,,,,,,,7221,11721,5028,1979,2383,13877
,,,,,,,,7222,11292,4795,1905,2246,13561
,,,,,,,,7223,10775,4493,1849,2145,13219
,,,,,,,,7224,10424,4272,1797,2070,13049
,,,,,,,,7225,10266,4141,1806,2046,13379
,,,,,,,,7226,10162,4069,1807,1981,13467
,,,,,,,,7227,10178,4037,1823,2014,13554
,,,,,,,,7228,10322,4032,1844,2069,13722
,,,,,,,,7229,10567,4093,1883,2132,14054
,,,,,,,,7230,10868,4212,1910,2212,14358
,,,,,,,,7231,11253,4361,1982,2294,15038
,,,,,,,,7232,11239,4439,1922,2368,14606
,,,,,,,,7233,11455,4520,1960,2399,14681
,,,,,,,,7234,11480,4558,1964,2388,14717
,,,,,,,,7235,11642,4619,1984,2391,14775
,,,,,,,,7236,11446,4609,1992,2377,14630
,,,,,,,,7237,11341,4590,2000,2353,14719
,,,,,,,,7238,11238,4544,1979,2358,14530
,,,,,,,,7239,11230,4537,1980,2376,14366
,,,,,,,,7240,11409,4598,2006,2449,14377
,,,,,,,,7241,11579,4689,2003,2535,14323
,,,,,,,,7242,11873,4816,1984,2573,14229
,,,,,,,,7243,12299,5067,2033,2553,14585
,,,,,,,,7244,12073,4984,2041,2436,14642
,,,,,,,,7245,11485,4760,1969,2292,14069
,,,,,,,,7246,10798,4432,1842,2181,13398
,,,,,,,,7247,10253,4155,1731,2126,12791
,,,,,,,,7248,10040,3995,1651,2082,12585
,,,,,,,,7249,9751,3835,1659,2016,12922
,,,,,,,,7250,9805,3834,1675,2011,13121
,,,,,,,,7251,9932,3887,1705,2065,13250
,,,,,,,,7252,10260,4042,1762,2196,13665
,,,,,,,,7253,11182,4377,1897,2413,14521
,,,,,,,,7254,12545,4956,2104,2649,16291
,,,,,,,,7255,13320,5411,2262,2746,17342
,,,,,,,,7256,13047,5372,2169,2726,16488
,,,,,,,,7257,12957,5337,2147,2750,16374
,,,,,,,,7258,12883,5331,2132,2716,16317
,,,,,,,,7259,12892,5317,2144,2677,16437
,,,,,,,,7260,12687,5290,2133,2646,16304
,,,,,,,,7261,12761,5309,2154,2649,16586
,,,,,,,,7262,12740,5263,2166,2629,16540
,,,,,,,,7263,12698,5228,2178,2645,16512
,,,,,,,,7264,12683,5280,2195,2684,15846
,,,,,,,,7265,12591,5303,2185,2747,16391
,,,,,,,,7266,12781,5391,2156,2840,16158
,,,,,,,,7267,13003,5563,2194,2777,16279
,,,,,,,,7268,12668,5396,2181,2596,16087
,,,,,,,,7269,12063,5098,2091,2406,15671
,,,,,,,,7270,11082,4676,1952,2183,14317
,,,,,,,,7271,10358,4302,1799,2085,13414
,,,,,,,,7272,9935,4074,1683,2024,12888
,,,,,,,,7273,9779,3951,1633,2003,12785
,,,,,,,,7274,9707,3906,1621,2016,12793
,,,,,,,,7275,9767,3903,1645,2016,12803
,,,,,,,,7276,10083,3994,1697,2142,13133
,,,,,,,,7277,10852,4269,1827,2363,13859
,,,,,,,,7278,12195,4813,2038,2564,15641
,,,,,,,,7279,12938,5221,2191,2652,16360
,,,,,,,,7280,12657,5195,2105,2650,15673
,,,,,,,,7281,12620,5197,2083,2659,15684
,,,,,,,,7282,12662,5249,2086,2670,15792
,,,,,,,,7283,12730,5281,2091,2647,15864
,,,,,,,,7284,12682,5279,2092,2652,15889
,,,,,,,,7285,12768,5331,2112,2658,15952
,,,,,,,,7286,12762,5344,2118,2655,15911
,,,,,,,,7287,12793,5375,2125,2660,15864
,,,,,,,,7288,12856,5420,2140,2704,15892
,,,,,,,,7289,12810,5415,2139,2765,15675
,,,,,,,,7290,12967,5478,2132,2825,15629
,,,,,,,,7291,13162,5601,2179,2771,15949
,,,,,,,,7292,12716,5422,2162,2612,15594
,,,,,,,,7293,12062,5140,2074,2430,15034
,,,,,,,,7294,11199,4723,1956,2218,14176
,,,,,,,,7295,10379,4344,1800,2082,13221
,,,,,,,,7296,9898,4107,1680,2021,12752
,,,,,,,,7297,9793,3958,1577,1977,12443
,,,,,,,,7298,9688,3909,1550,1952,12459
,,,,,,,,7299,9718,3907,1562,2000,12548
,,,,,,,,7300,9994,4012,1602,2093,12910
,,,,,,,,7301,10722,4299,1720,2327,13682
,,,,,,,,7302,12046,4861,1919,2541,15203
,,,,,,,,7303,12893,5333,2060,2625,15909
,,,,,,,,7304,12704,5275,2010,2636,15366
,,,,,,,,7305,12664,5180,2025,2659,15493
,,,,,,,,7306,12616,5151,2069,2658,15742
,,,,,,,,7307,12589,5146,2110,2686,16018
,,,,,,,,7308,12339,5093,2158,2683,16012
,,,,,,,,7309,12280,5071,2217,2690,16269
,,,,,,,,7310,12212,5006,2278,2681,16242
,,,,,,,,7311,12152,4970,2313,2711,16090
,,,,,,,,7312,12149,4979,2344,2760,16074
,,,,,,,,7313,12133,5004,2327,2810,15788
,,,,,,,,7314,12407,5147,2256,2851,15538
,,,,,,,,7315,12594,5308,2279,2747,15684
,,,,,,,,7316,12242,5162,2238,2601,15414
,,,,,,,,7317,11703,4908,2136,2403,14800
,,,,,,,,7318,10833,4511,1989,2244,13794
,,,,,,,,7319,10111,4159,1816,2142,12909
,,,,,,,,7320,9639,3978,1685,2059,12397
,,,,,,,,7321,9467,3927,1675,2031,12454
,,,,,,,,7322,9463,3924,1648,2027,12304
,,,,,,,,7323,9419,3918,1619,2046,12065
,,,,,,,,7324,9785,4056,1637,2187,12337
,,,,,,,,7325,10534,4336,1722,2391,12798
,,,,,,,,7326,11945,4912,1894,2600,14182
,,,,,,,,7327,12755,5373,2009,2731,14699
,,,,,,,,7328,12561,5369,1999,2773,14763
,,,,,,,,7329,12450,5344,2022,2804,14966
,,,,,,,,7330,12456,5376,2064,2809,15319
,,,,,,,,7331,12450,5361,2092,2807,15387
,,,,,,,,7332,12252,5327,2140,2813,15546
,,,,,,,,7333,12275,5330,2191,2797,15807
,,,,,,,,7334,12115,5269,2227,2801,15791
,,,,,,,,7335,11984,5240,2258,2814,15871
,,,,,,,,7336,11952,5300,2276,2856,15786
,,,,,,,,7337,12063,5384,2257,2898,15658
,,,,,,,,7338,12533,5558,2217,2954,15631
,,,,,,,,7339,12816,5647,2278,2882,16211
,,,,,,,,7340,12357,5452,2251,2734,15756
,,,,,,,,7341,11811,5167,2141,2550,15121
,,,,,,,,7342,11019,4773,1989,2362,14297
,,,,,,,,7343,10250,4425,1816,2232,13307
,,,,,,,,7344,9808,4238,1688,2169,12745
,,,,,,,,7345,9532,4119,1627,2139,12338
,,,,,,,,7346,9455,4078,1581,2095,12057
,,,,,,,,7347,9392,4056,1549,2086,11725
,,,,,,,,7348,9686,4192,1563,2205,11887
,,,,,,,,7349,10310,4458,1637,2384,12100
,,,,,,,,7350,11515,4978,1815,2598,13447
,,,,,,,,7351,12330,5437,1937,2721,13921
,,,,,,,,7352,12379,5517,1963,2755,14365
,,,,,,,,7353,12362,5540,2011,2756,14767
,,,,,,,,7354,12447,5536,2075,2743,15165
,,,,,,,,7355,12402,5488,2123,2735,15208
,,,,,,,,7356,12301,5406,2171,2734,15424
,,,,,,,,7357,12250,5376,2228,2703,15616
,,,,,,,,7358,12038,5269,2272,2693,15588
,,,,,,,,7359,11883,5214,2311,2692,15665
,,,,,,,,7360,11844,5210,2347,2720,15713
,,,,,,,,7361,11869,5193,2339,2773,15596
,,,,,,,,7362,12139,5309,2280,2837,15461
,,,,,,,,7363,12327,5415,2286,2760,15748
,,,,,,,,7364,11930,5218,2225,2623,15134
,,,,,,,,7365,11442,5007,2121,2446,14527
,,,,,,,,7366,10852,4712,2012,2292,13935
,,,,,,,,7367,10184,4426,1868,2173,13095
,,,,,,,,7368,9768,4273,1744,2121,12539
,,,,,,,,7369,9627,4240,1661,2088,12213
,,,,,,,,7370,9455,4156,1606,2043,11786
,,,,,,,,7371,9457,4138,1572,2065,11599
,,,,,,,,7372,9628,4197,1575,2117,11625
,,,,,,,,7373,9879,4321,1597,2222,11734
,,,,,,,,7374,10417,4557,1658,2356,12273
,,,,,,,,7375,10961,4804,1731,2439,12712
,,,,,,,,7376,11248,4970,1820,2501,13503
,,,,,,,,7377,11368,5009,1909,2532,13737
,,,,,,,,7378,11379,5002,1999,2527,14044
,,,,,,,,7379,11207,4928,2072,2489,14139
,,,,,,,,7380,10991,4817,2126,2465,14387
,,,,,,,,7381,10841,4746,2171,2429,14671
,,,,,,,,7382,10818,4685,2228,2440,15049
,,,,,,,,7383,10872,4643,2290,2457,15472
,,,,,,,,7384,10717,4554,2300,2431,15483
,,,,,,,,7385,10871,4553,2298,2505,15676
,,,,,,,,7386,11061,4674,2256,2556,15368
,,,,,,,,7387,11382,4853,2284,2536,15742
,,,,,,,,7388,11394,4843,2289,2496,15662
,,,,,,,,7389,10899,4638,2208,2341,14886
,,,,,,,,7390,10534,4464,2114,2238,14384
,,,,,,,,7391,9831,4152,1983,2093,13377
,,,,,,,,7392,9533,4010,1878,2042,12857
,,,,,,,,7393,9329,3877,1750,2004,12243
,,,,,,,,7394,9187,3799,1698,1962,12072
,,,,,,,,7395,9205,3785,1674,1973,12090
,,,,,,,,7396,9408,3829,1678,2017,12265
,,,,,,,,7397,9627,3889,1696,2089,12437
,,,,,,,,7398,9993,4022,1723,2171,12735
,,,,,,,,7399,10383,4193,1772,2218,13146
,,,,,,,,7400,10621,4352,1809,2273,13396
,,,,,,,,7401,10864,4470,1912,2293,13865
,,,,,,,,7402,11017,4560,2024,2350,14432
,,,,,,,,7403,11073,4583,2100,2382,14849
,,,,,,,,7404,11159,4627,2182,2371,15261
,,,,,,,,7405,11174,4622,2240,2355,15615
,,,,,,,,7406,11273,4655,2291,2386,15915
,,,,,,,,7407,11357,4744,2335,2380,16129
,,,,,,,,7408,11334,4760,2325,2403,16005
,,,,,,,,7409,11693,4875,2296,2525,16080
,,,,,,,,7410,12111,5064,2235,2602,15765
,,,,,,,,7411,12468,5277,2284,2561,16211
,,,,,,,,7412,12462,5238,2296,2472,16323
,,,,,,,,7413,11858,4950,2193,2327,15460
,,,,,,,,7414,11372,4682,2067,2207,14868
,,,,,,,,7415,10564,4294,1905,2105,13803
,,,,,,,,7416,10257,4126,1793,2062,13462
,,,,,,,,7417,9975,4018,1728,2009,13164
,,,,,,,,7418,10049,3972,1693,2010,13274
,,,,,,,,7419,10082,3958,1679,2028,13276
,,,,,,,,7420,10499,4091,1720,2149,13739
,,,,,,,,7421,11243,4354,1822,2345,14441
,,,,,,,,7422,12686,4909,2001,2590,15961
,,,,,,,,7423,13606,5419,2148,2711,16716
,,,,,,,,7424,13441,5503,2136,2748,16192
,,,,,,,,7425,13484,5473,2153,2725,16283
,,,,,,,,7426,13548,5498,2214,2706,16491
,,,,,,,,7427,13613,5509,2271,2704,16434
,,,,,,,,7428,13326,5463,2334,2703,16181
,,,,,,,,7429,13194,5437,2378,2706,16056
,,,,,,,,7430,12784,5334,2382,2695,15615
,,,,,,,,7431,12432,5288,2390,2693,15367
,,,,,,,,7432,12304,5352,2389,2772,15364
,,,,,,,,7433,12307,5439,2359,2851,15110
,,,,,,,,7434,12764,5660,2312,2924,15042
,,,,,,,,7435,12924,5757,2372,2865,15422
,,,,,,,,7436,12523,5542,2325,2695,15033
,,,,,,,,7437,11993,5237,2206,2501,14538
,,,,,,,,7438,11186,4800,2067,2306,13725
,,,,,,,,7439,10508,4430,1896,2173,12888
,,,,,,,,7440,10186,4235,1767,2112,12519
,,,,,,,,7441,9221,3919,1663,2007,12011
,,,,,,,,7442,9824,4029,1655,2047,12652
,,,,,,,,7443,9849,3996,1652,2062,12753
,,,,,,,,7444,10285,4109,1686,2174,13228
,,,,,,,,7445,11000,4354,1791,2376,14023
,,,,,,,,7446,12384,4911,1982,2615,15614
,,,,,,,,7447,13362,5425,2130,2748,16479
,,,,,,,,7448,12957,5459,2087,2763,15800
,,,,,,,,7449,12680,5361,2086,2754,15649
,,,,,,,,7450,12589,5342,2127,2741,15725
,,,,,,,,7451,12494,5355,2181,2738,15799
,,,,,,,,7452,12232,5333,2234,2738,15754
,,,,,,,,7453,12182,5339,2283,2775,16003
,,,,,,,,7454,11978,5260,2311,2763,15922
,,,,,,,,7455,11801,5267,2337,2765,15861
,,,,,,,,7456,11678,5329,2356,2798,15858
,,,,,,,,7457,11538,5367,2330,2891,15585
,,,,,,,,7458,11686,5532,2274,2927,15436
,,,,,,,,7459,11925,5694,2329,2835,15770
,,,,,,,,7460,11631,5473,2285,2684,15426
,,,,,,,,7461,11200,5156,2180,2478,14896
,,,,,,,,7462,10543,4750,2034,2289,14072
,,,,,,,,7463,9910,4371,1861,2158,13182
,,,,,,,,7464,10708,4438,1775,2228,13287
,,,,,,,,7465,10377,4260,1678,2179,12738
,,,,,,,,7466,10218,4177,1619,2142,12395
,,,,,,,,7467,10194,4158,1588,2132,12269
,,,,,,,,7468,10360,4217,1582,2125,12256
,,,,,,,,7469,10780,4351,1614,2269,12575
,,,,,,,,7470,11642,4707,1724,2503,13617
,,,,,,,,7471,12743,5292,1924,2726,14868
,,,,,,,,7472,12883,5524,1993,2778,15425
,,,,,,,,7473,12725,5390,2008,2707,15366
,,,,,,,,7474,12574,5262,2034,2651,15257
,,,,,,,,7475,12524,5218,2062,2615,15105
,,,,,,,,7476,12367,5169,2092,2601,15145
,,,,,,,,7477,12240,5102,2122,2592,15120
,,,,,,,,7478,12159,5056,2162,2612,15224
,,,,,,,,7479,12041,5001,2197,2608,15203
,,,,,,,,7480,12053,5006,2224,2717,15249
,,,,,,,,7481,12310,5106,2244,2811,15483
,,,,,,,,7482,13012,5431,2253,2908,16027
,,,,,,,,7483,13131,5579,2319,2861,16494
,,,,,,,,7484,12796,5468,2261,2755,16127
,,,,,,,,7485,12491,5355,2184,2622,15835
,,,,,,,,7486,11872,5055,2092,2428,15163
,,,,,,,,7487,11285,4693,1938,2261,14217
,,,,,,,,7488,10792,4384,1782,2134,13387
,,,,,,,,7489,10518,4209,1674,2086,12943
,,,,,,,,7490,10410,4104,1619,2083,12643
,,,,,,,,7491,10406,4077,1591,2070,12529
,,,,,,,,7492,10528,4112,1586,2130,12515
,,,,,,,,7493,10945,4247,1613,2236,12781
,,,,,,,,7494,11811,4593,1720,2500,13780
,,,,,,,,7495,12923,5185,1917,2749,15005
,,,,,,,,7496,13006,5432,1991,2787,15527
,,,,,,,,7497,12802,5332,2015,2765,15466
,,,,,,,,7498,12613,5226,2052,2704,15336
,,,,,,,,7499,12522,5192,2102,2664,15244
,,,,,,,,7500,12344,5159,2139,2660,15194
,,,,,,,,7501,12224,5114,2169,2638,15196
,,,,,,,,7502,12149,5078,2207,2658,15333
,,,,,,,,7503,12087,5040,2230,2667,15378
,,,,,,,,7504,12080,5025,2241,2739,15408
,,,,,,,,7505,12285,5085,2245,2829,15602
,,,,,,,,7506,12956,5393,2268,2960,16205
,,,,,,,,7507,13078,5521,2347,2909,16592
,,,,,,,,7508,12744,5396,2303,2802,16289
,,,,,,,,7509,12376,5262,2231,2682,15994
,,,,,,,,7510,11758,4982,2141,2502,15260
,,,,,,,,7511,10933,4610,1994,2348,14285
,,,,,,,,7512,10284,4299,1839,2219,13471
,,,,,,,,7513,9902,4117,1726,2155,12882
,,,,,,,,7514,9720,4008,1662,2109,12554
,,,,,,,,7515,9614,3980,1627,2118,12361
,,,,,,,,7516,9680,4016,1613,2162,12278
,,,,,,,,7517,10023,4138,1633,2282,12523
,,,,,,,,7518,10811,4477,1725,2534,13363
,,,,,,,,7519,11841,5041,1911,2760,14387
,,,,,,,,7520,12032,5329,1982,2831,14863
,,,,,,,,7521,12009,5306,2029,2787,15113
,,,,,,,,7522,11982,5250,2091,2702,15296
,,,,,,,,7523,12037,5227,2152,2671,15433
,,,,,,,,7524,12046,5178,2192,2673,15568
,,,,,,,,7525,12016,5116,2225,2675,15706
,,,,,,,,7526,12048,5080,2258,2681,15906
,,,,,,,,7527,12010,5034,2283,2674,15885
,,,,,,,,7528,11951,5001,2283,2720,15821
,,,,,,,,7529,11989,5063,2262,2807,15716
,,,,,,,,7530,12392,5318,2252,2857,15851
,,,,,,,,7531,12333,5361,2297,2777,15878
,,,,,,,,7532,11903,5192,2219,2708,15373
,,,,,,,,7533,11552,5062,2139,2609,14987
,,,,,,,,7534,11089,4868,2077,2429,14500
,,,,,,,,7535,10426,4597,1978,2268,13914
,,,,,,,,7536,9741,4308,1852,2179,13240
,,,,,,,,7537,9299,4104,1741,2147,12602
,,,,,,,,7538,9005,3954,1668,2102,12220
,,,,,,,,7539,8863,3888,1619,2088,11963
,,,,,,,,7540,8818,3851,1594,2108,11782
,,,,,,,,7541,8893,3880,1593,2137,11834
,,,,,,,,7542,9155,3991,1618,2245,12076
,,,,,,,,7543,9574,4179,1673,2335,12447
,,,,,,,,7544,9764,4346,1724,2456,12626
,,,,,,,,7545,10275,4601,1829,2529,13171
,,,,,,,,7546,10657,4784,1928,2582,13687
,,,,,,,,7547,10859,4852,2002,2583,13977
,,,,,,,,7548,10881,4856,2043,2559,14110
,,,,,,,,7549,10939,4800,2064,2546,14160
,,,,,,,,7550,10760,4771,2073,2513,14171
,,,,,,,,7551,10618,4713,2076,2519,14060
,,,,,,,,7552,10616,4683,2058,2600,14040
,,,,,,,,7553,10739,4767,2049,2698,14000
,,,,,,,,7554,11340,5006,2081,2785,14465
,,,,,,,,7555,11449,5147,2175,2779,14911
,,,,,,,,7556,11221,5088,2163,2664,14685
,,,,,,,,7557,10883,4956,2108,2543,14365
,,,,,,,,7558,10460,4764,2048,2399,13852
,,,,,,,,7559,9878,4455,1963,2248,13337
,,,,,,,,7560,9309,4169,1857,2126,12609
,,,,,,,,7561,8901,3978,1758,2054,12369
,,,,,,,,7562,8636,3891,1683,2020,11996
,,,,,,,,7563,8514,3862,1643,1999,11722
,,,,,,,,7564,8471,3888,1622,2034,11577
,,,,,,,,7565,8557,3966,1613,2055,11505
,,,,,,,,7566,8758,4118,1627,2161,11572
,,,,,,,,7567,9144,4350,1668,2234,11778
,,,,,,,,7568,9493,4615,1707,2355,12099
,,,,,,,,7569,10017,4866,1818,2434,12731
,,,,,,,,7570,10476,5041,1914,2460,13270
,,,,,,,,7571,10802,5071,1971,2507,13569
,,,,,,,,7572,10999,5064,1997,2554,13825
,,,,,,,,7573,11144,5052,2002,2559,14100
,,,,,,,,7574,11158,4986,1995,2555,14117
,,,,,,,,7575,11218,4945,1986,2591,14104
,,,,,,,,7576,11361,4964,1977,2709,14308
,,,,,,,,7577,11793,5145,1992,2855,14596
,,,,,,,,7578,12559,5595,2058,2884,15446
,,,,,,,,7579,12878,5777,2178,2864,16053
,,,,,,,,7580,12776,5759,2187,2795,15870
,,,,,,,,7581,12461,5635,2123,2697,15606
,,,,,,,,7582,12028,5431,2049,2553,15100
,,,,,,,,7583,11433,5096,1918,2419,14401
,,,,,,,,7584,10968,4810,1781,2328,13583
,,,,,,,,7585,10929,4631,1707,2251,12556
,,,,,,,,7586,10890,4588,1644,2208,12266
,,,,,,,,7587,10932,4590,1614,2252,12147
,,,,,,,,7588,11107,4648,1616,2275,12170
,,,,,,,,7589,11594,4797,1658,2406,12495
,,,,,,,,7590,12461,5126,1786,2619,13509
,,,,,,,,7591,13533,5677,2005,2824,14910
,,,,,,,,7592,13733,5947,2103,2927,15628
,,,,,,,,7593,13649,5850,2129,2937,15726
,,,,,,,,7594,13512,5744,2143,2911,15678
,,,,,,,,7595,13427,5699,2141,2853,15441
,,,,,,,,7596,13209,5656,2127,2836,15321
,,,,,,,,7597,12966,5559,2101,2820,15157
,,,,,,,,7598,12839,5457,2084,2793,15064
,,,,,,,,7599,12520,5345,2068,2858,14928
,,,,,,,,7600,12616,5320,2059,2985,14953
,,,,,,,,7601,12996,5483,2082,3164,15354
,,,,,,,,7602,14045,5928,2182,3238,16368
,,,,,,,,7603,14254,6054,2336,3142,17202
,,,,,,,,7604,14001,5931,2331,3026,17038
,,,,,,,,7605,13705,5818,2288,2875,16850
,,,,,,,,7606,13162,5605,2213,2717,16207
,,,,,,,,7607,12457,5263,2081,2545,15207
,,,,,,,,7608,11861,4968,1939,2421,14359
,,,,,,,,7609,11593,4792,1846,2361,13870
,,,,,,,,7610,11518,4722,1796,2318,13610
,,,,,,,,7611,11509,4695,1779,2308,13532
,,,,,,,,7612,11646,4737,1789,2345,13625
,,,,,,,,7613,12088,4872,1837,2468,14030
,,,,,,,,7614,12944,5205,1975,2713,15173
,,,,,,,,7615,14007,5809,2230,2934,16800
,,,,,,,,7616,14051,6048,2314,2997,17223
,,,,,,,,7617,13757,5887,2274,2906,16803
,,,,,,,,7618,13429,5737,2222,2808,16288
,,,,,,,,7619,13221,5636,2177,2775,15726
,,,,,,,,7620,12885,5510,2143,2718,15456
,,,,,,,,7621,12622,5385,2103,2712,15227
,,,,,,,,7622,12439,5273,2084,2713,15127
,,,,,,,,7623,12285,5183,2070,2737,14977
,,,,,,,,7624,12324,5188,2066,2884,14972
,,,,,,,,7625,12797,5413,2109,3044,15396
,,,,,,,,7626,13725,5811,2229,3167,16467
,,,,,,,,7627,13805,5847,2364,3066,17259
,,,,,,,,7628,13490,5699,2357,2932,17149
,,,,,,,,7629,13214,5550,2313,2768,16985
,,,,,,,,7630,12628,5245,2225,2609,16220
,,,,,,,,7631,11878,4877,2069,2480,15106
,,,,,,,,7632,11271,4545,1912,2368,14165
,,,,,,,,7633,11002,4372,1808,2296,13481
,,,,,,,,7634,10870,4301,1751,2286,13170
,,,,,,,,7635,10866,4287,1727,2264,13087
,,,,,,,,7636,10952,4343,1735,2294,13130
,,,,,,,,7637,11364,4499,1783,2413,13525
,,,,,,,,7638,12277,4849,1919,2659,14628
,,,,,,,,7639,13359,5451,2166,2866,16224
,,,,,,,,7640,13485,5717,2250,2924,16632
,,,,,,,,7641,13243,5577,2217,2886,16339
,,,,,,,,7642,13047,5449,2183,2762,15967
,,,,,,,,7643,12898,5377,2147,2693,15559
,,,,,,,,7644,12634,5303,2118,2705,15416
,,,,,,,,7645,12373,5215,2092,2667,15242
,,,,,,,,7646,12244,5163,2079,2660,15211
,,,,,,,,7647,12123,5104,2063,2670,15084
,,,,,,,,7648,12169,5100,2060,2751,15106
,,,,,,,,7649,12536,5223,2087,2893,15445
,,,,,,,,7650,13460,5623,2179,2982,16395
,,,,,,,,7651,13624,5704,2318,2930,17132
,,,,,,,,7652,13367,5576,2303,2840,16986
,,,,,,,,7653,13121,5442,2270,2696,16911
,,,,,,,,7654,12572,5170,2209,2545,16291
,,,,,,,,7655,11848,4787,2075,2359,15348
,,,,,,,,7656,11245,4441,1932,2234,14457
,,,,,,,,7657,10972,4235,1835,2161,13887
,,,,,,,,7658,10884,4136,1783,2151,13582
,,,,,,,,7659,10847,4089,1766,2148,13505
,,,,,,,,7660,10973,4119,1776,2176,13637
,,,,,,,,7661,11400,4236,1825,2271,14074
,,,,,,,,7662,12242,4569,1960,2531,15217
,,,,,,,,7663,13429,5168,2196,2785,16655
,,,,,,,,7664,13584,5479,2278,2829,17124
,,,,,,,,7665,13369,5404,2241,2772,16758
,,,,,,,,7666,13052,5308,2201,2696,16297
,,,,,,,,7667,12851,5255,2163,2676,15842
,,,,,,,,7668,12595,5200,2127,2648,15604
,,,,,,,,7669,12408,5137,2097,2644,15385
,,,,,,,,7670,12268,5098,2086,2618,15230
,,,,,,,,7671,12134,5036,2072,2639,15072
,,,,,,,,7672,12151,5023,2071,2718,15082
,,,,,,,,7673,12518,5114,2100,2875,15424
,,,,,,,,7674,13315,5477,2196,3009,16357
,,,,,,,,7675,13408,5574,2308,2969,16914
,,,,,,,,7676,13148,5486,2287,2886,16868
,,,,,,,,7677,12905,5388,2247,2754,16756
,,,,,,,,7678,12411,5143,2178,2580,16123
,,,,,,,,7679,11712,4810,2040,2427,15215
,,,,,,,,7680,11129,4548,1893,2320,14370
,,,,,,,,7681,10883,4469,1790,2222,13692
,,,,,,,,7682,10791,4398,1734,2202,13415
,,,,,,,,7683,10802,4394,1714,2222,13340
,,,,,,,,7684,10937,4455,1716,2257,13450
,,,,,,,,7685,11375,4612,1759,2357,13864
,,,,,,,,7686,12213,4971,1888,2608,14955
,,,,,,,,7687,13340,5586,2105,2858,16289
,,,,,,,,7688,13451,5881,2200,2925,16851
,,,,,,,,7689,13132,5764,2187,2864,16591
,,,,,,,,7690,12833,5633,2162,2789,16135
,,,,,,,,7691,12650,5555,2137,2733,15634
,,,,,,,,7692,12387,5464,2104,2681,15351
,,,,,,,,7693,12135,5347,2072,2668,15101
,,,,,,,,7694,12004,5268,2060,2619,15027
,,,,,,,,7695,11827,5189,2049,2619,14858
,,,,,,,,7696,11754,5133,2037,2707,14779
,,,,,,,,7697,12015,5209,2047,2815,15029
,,,,,,,,7698,12749,5502,2118,2903,15759
,,,,,,,,7699,12765,5577,2215,2808,16180
,,,,,,,,7700,12437,5443,2173,2695,15938
,,,,,,,,7701,12191,5295,2132,2601,15852
,,,,,,,,7702,11839,5062,2090,2423,15517
,,,,,,,,7703,11338,4774,2006,2306,14914
,,,,,,,,7704,10780,4469,1902,2208,14278
,,,,,,,,7705,10552,4269,1819,2148,13581
,,,,,,,,7706,10393,4166,1765,2090,13290
,,,,,,,,7707,10373,4119,1738,2116,13115
,,,,,,,,7708,10438,4110,1739,2134,13092
,,,,,,,,7709,10651,4157,1757,2200,13256
,,,,,,,,7710,11041,4315,1821,2326,13812
,,,,,,,,7711,11590,4571,1916,2407,14322
,,,,,,,,7712,11704,4761,2012,2509,14966
,,,,,,,,7713,11786,4896,2056,2514,15092
